--------- beginning of system
01-30 13:43:53.871   772   772 W wificond: Scheduled scan is not running!
01-30 15:40:34.174  1322  1322 I Zygote  : seccomp disabled by setenforce 0
01-30 15:40:34.205  2087  2114 I adbd    : jdwp connection from 1322
01-30 15:40:34.376  1322  1322 W gle.android.gm: JIT profile information will not be recorded: profile file does not exist.
01-30 15:40:34.377  1322  1322 W gle.android.gm: JIT profile information will not be recorded: profile file does not exist.
01-30 15:40:34.395  1322  1322 I Perf    : Connecting to perf service.
01-30 15:40:34.424  1322  1322 D NetworkSecurityConfig: Using Network Security Config from resource network_security_config debugBuild: false
01-30 15:40:34.440  1322  1322 D NetworkSecurityConfig: Using Network Security Config from resource network_security_config debugBuild: false
01-30 15:40:34.856  1322  1322 W ProviderHelper: Unknown dynamite feature providerinstaller.dynamite
01-30 15:40:34.857  1322  1322 I DynamiteModule: Considering local module com.google.android.gms.providerinstaller.dynamite:1 and remote module com.google.android.gms.providerinstaller.dynamite:0
01-30 15:40:34.857  1322  1322 I DynamiteModule: Selected local version of com.google.android.gms.providerinstaller.dynamite
01-30 15:40:34.884  1322  1322 V NativeCrypto: Registering com/google/android/gms/org/conscrypt/NativeCrypto's 329 native methods...
01-30 15:40:34.932  1322  1322 I ProviderInstaller: Installed default security provider GmsCore_OpenSSL
01-30 15:40:34.975  1322  1322 I GmsApplication: [gms_startup_benchmark] Static start time (ms): 692656834, Startup latency (ms): 532, Is system user: true
01-30 15:40:34.979  1322  1430 I Watchcat: Started
01-30 15:40:34.994  1322  1430 I GMS_MM_Logger: Start time: 208763
01-30 15:40:34.994  1322  1430 I GMS_MM_Logger: Started.
01-30 15:40:35.041  1322  1376 I DynamiteModule: Considering local module com.google.android.gms.googlecertificates:7 and remote module com.google.android.gms.googlecertificates:0
01-30 15:40:35.041  1322  1376 I DynamiteModule: Selected local version of com.google.android.gms.googlecertificates
01-30 15:40:35.113  1089   382 I chatty  : uid=1000(system) Binder:1089_15 expire 3 lines
01-30 15:40:35.309   295   295 I lowmemorykiller: Kill 'com.google.android.gms' (1322), uid 10127, oom_adj 905 to free 47856kB
01-30 15:40:35.454  1089   382 I ActivityManager: Process com.google.android.gms (pid 1322) has died: cch+5 CEM 
01-30 15:40:35.455   396   396 I Zygote  : Process 1322 exited due to signal 9 (Killed)
01-30 15:40:35.490  1577  1577 I AppBase : AppBase.onTrimMemory():786 onTrimMemory(): 15
01-30 15:40:35.491  1577  1577 I GoogleInputMethodService: GoogleInputMethodService.onTrimMemory():4569 onTrimMemory(): 15
01-30 15:40:38.294  1727  1727 D QtiCarrierConfigHelper: WARNING, no carrier configs on phone Id: 0
01-30 15:40:38.298  1482  1482 D KeyguardUpdateMonitor: received broadcast android.intent.action.BATTERY_CHANGED
01-30 15:40:38.319  1482  1482 D KeyguardUpdateMonitor: handleBatteryUpdate
01-30 15:40:38.448  1470  1470 I chatty  : uid=1000(system) expire 36 lines
01-30 15:40:38.703  1470  1472 I chatty  : uid=1000(system) expire 1 line
01-30 15:40:38.704  1470  1470 D improveTouch: [DSPTouchProcessor:827] deInit: X pa_utf_ret = 1, ret = 1073741835
01-30 15:40:38.704  1470  1470 E improveTouch: [TouchServer:83] delete event injector
01-30 15:40:38.704  1470  1470 E improveTouch: [TouchServer:87] delete config management
01-30 15:40:38.705  1470  1470 E improveTouch: [TouchServer:90] fail to start daemon
01-30 15:40:38.705  1470  1470 E improveTouch: [Main:169] fail to initiate touch server
01-30 15:40:40.535     0     0 I swapper/0: type=1400 audit(0.0:14184): avc: denied { kill } for capability=5 scontext=u:r:kernel:s0 tcontext=u:r:kernel:s0 tclass=capability permissive=1
01-30 15:40:43.430  1474  1474 I chatty  : uid=1000(system) expire 36 lines
01-30 15:40:43.684  1474  1475 I chatty  : uid=1000(system) expire 1 line
01-30 15:40:43.685  1474  1474 D improveTouch: [DSPTouchProcessor:827] deInit: X pa_utf_ret = 1, ret = 1073741835
01-30 15:40:43.685  1474  1474 E improveTouch: [TouchServer:83] delete event injector
01-30 15:40:43.685  1474  1474 E improveTouch: [TouchServer:87] delete config management
01-30 15:40:43.686  1474  1474 E improveTouch: [TouchServer:90] fail to start daemon
01-30 15:40:43.687  1474  1474 E improveTouch: [Main:169] fail to initiate touch server
01-30 15:40:48.445  1476  1476 I chatty  : uid=1000(system) expire 36 lines
01-30 15:40:48.473   987  1142 E QMI_FW  : qmi_cci_get_ref: ref count increased 2
01-30 15:40:48.617  1727  1727 D QtiCarrierConfigHelper: WARNING, no carrier configs on phone Id: 0
01-30 15:40:48.619  1482  1482 D KeyguardUpdateMonitor: received broadcast android.intent.action.BATTERY_CHANGED
01-30 15:40:48.639  1482  1482 D KeyguardUpdateMonitor: handleBatteryUpdate
01-30 15:40:48.706  1476  1477 I chatty  : uid=1000(system) expire 1 line
01-30 15:40:48.707  1476  1476 D improveTouch: [DSPTouchProcessor:827] deInit: X pa_utf_ret = 1, ret = 1073741835
01-30 15:40:48.707  1476  1476 E improveTouch: [TouchServer:83] delete event injector
01-30 15:40:48.707  1476  1476 E improveTouch: [TouchServer:87] delete config management
01-30 15:40:48.708  1476  1476 E improveTouch: [TouchServer:90] fail to start daemon
01-30 15:40:48.709  1476  1476 E improveTouch: [Main:169] fail to initiate touch server
01-30 15:40:50.103  1727  1727 D QtiCarrierConfigHelper: WARNING, no carrier configs on phone Id: 0
01-30 15:40:50.105  1482  1482 D KeyguardUpdateMonitor: received broadcast android.intent.action.BATTERY_CHANGED
01-30 15:40:50.124  1482  1482 D KeyguardUpdateMonitor: handleBatteryUpdate
01-30 15:40:53.453  1479  1479 I chatty  : uid=1000(system) expire 36 lines
01-30 15:40:53.713  1479  1483 I chatty  : uid=1000(system) expire 1 line
01-30 15:40:53.714  1479  1479 D improveTouch: [DSPTouchProcessor:827] deInit: X pa_utf_ret = 1, ret = 1073741835
01-30 15:40:53.714  1479  1479 E improveTouch: [TouchServer:83] delete event injector
01-30 15:40:53.714  1479  1479 E improveTouch: [TouchServer:87] delete config management
01-30 15:40:53.716  1479  1479 E improveTouch: [TouchServer:90] fail to start daemon
01-30 15:40:53.716  1479  1479 E improveTouch: [Main:169] fail to initiate touch server
01-30 15:40:55.300  1482  1497 I ndroid.systemu: Background concurrent copying GC freed 10508(525KB) AllocSpace objects, 0(0B) LOS objects, 74% free, 6297KB/24MB, paused 149us total 192.049ms
01-30 15:40:56.158   987  1142 E QMI_FW  : qmi_cci_get_ref: ref count increased 2
01-30 15:40:58.465  1484  1484 I chatty  : uid=1000(system) expire 35 lines
01-30 15:40:58.721  1484  1485 I chatty  : uid=1000(system) expire 1 line
01-30 15:40:58.722  1484  1484 E improveTouch: [DSPTouchProcessor:823] deInit: invalid state (current = 0)
01-30 15:40:58.722  1484  1484 D improveTouch: [DSPTouchProcessor:827] deInit: X pa_utf_ret = 1, ret = 1073741835
01-30 15:40:58.722  1484  1484 E improveTouch: [TouchServer:83] delete event injector
01-30 15:40:58.722  1484  1484 E improveTouch: [TouchServer:87] delete config management
01-30 15:40:58.723  1484  1484 E improveTouch: [TouchServer:90] fail to start daemon
01-30 15:40:58.723  1484  1484 E improveTouch: [Main:169] fail to initiate touch server
01-30 15:40:58.957  1727  1727 D QtiCarrierConfigHelper: WARNING, no carrier configs on phone Id: 0
01-30 15:40:58.957  1482  1482 D KeyguardUpdateMonitor: received broadcast android.intent.action.BATTERY_CHANGED
01-30 15:40:58.976  1482  1482 D KeyguardUpdateMonitor: handleBatteryUpdate
01-30 15:41:00.433  1727  1727 D QtiCarrierConfigHelper: WARNING, no carrier configs on phone Id: 0
01-30 15:41:00.435  1482  1482 D KeyguardUpdateMonitor: received broadcast android.intent.action.BATTERY_CHANGED
01-30 15:41:00.453  1482  1482 D KeyguardUpdateMonitor: handleBatteryUpdate
01-30 15:41:02.087  1727  1727 D QtiCarrierConfigHelper: WARNING, no carrier configs on phone Id: 0
01-30 15:41:02.089  1482  1482 D KeyguardUpdateMonitor: received broadcast android.intent.action.BATTERY_CHANGED
01-30 15:41:02.109  1482  1482 D KeyguardUpdateMonitor: handleBatteryUpdate
01-30 15:41:03.480  1487  1487 I chatty  : uid=1000(system) expire 36 lines
01-30 15:41:03.739  1487  1488 I chatty  : uid=1000(system) expire 1 line
01-30 15:41:03.740  1487  1487 D improveTouch: [DSPTouchProcessor:827] deInit: X pa_utf_ret = 1, ret = 1073741835
01-30 15:41:03.740  1487  1487 E improveTouch: [TouchServer:83] delete event injector
01-30 15:41:03.740  1487  1487 E improveTouch: [TouchServer:87] delete config management
01-30 15:41:03.741  1487  1487 E improveTouch: [TouchServer:90] fail to start daemon
01-30 15:41:03.742  1487  1487 E improveTouch: [Main:169] fail to initiate touch server
01-30 15:41:03.842   987  1142 E QMI_FW  : qmi_cci_get_ref: ref count increased 2
01-30 15:41:08.489  1490  1490 I chatty  : uid=1000(system) ls expire 35 lines
01-30 15:41:08.747  1490  1491 I chatty  : uid=1000(system) ls expire 1 line
01-30 15:41:08.748  1490  1490 E improveTouch: [DSPTouchProcessor:823] deInit: invalid state (current = 0)
01-30 15:41:08.748  1490  1490 D improveTouch: [DSPTouchProcessor:827] deInit: X pa_utf_ret = 1, ret = 1073741835
01-30 15:41:08.748  1490  1490 E improveTouch: [TouchServer:83] delete event injector
01-30 15:41:08.748  1490  1490 E improveTouch: [TouchServer:87] delete config management
01-30 15:41:08.749  1490  1490 E improveTouch: [TouchServer:90] fail to start daemon
01-30 15:41:08.749  1490  1490 E improveTouch: [Main:169] fail to initiate touch server
01-30 15:41:11.518   987  1142 E QMI_FW  : qmi_cci_get_ref: ref count increased 2
01-30 15:41:13.504  1503  1503 I chatty  : uid=1000(system) expire 35 lines
01-30 15:41:13.707  1727  1727 D QtiCarrierConfigHelper: WARNING, no carrier configs on phone Id: 0
01-30 15:41:13.709  1482  1482 D KeyguardUpdateMonitor: received broadcast android.intent.action.BATTERY_CHANGED
01-30 15:41:13.729  1482  1482 D KeyguardUpdateMonitor: handleBatteryUpdate
01-30 15:41:13.775  1503  1505 I chatty  : uid=1000(system) expire 1 line
01-30 15:41:13.777  1503  1503 E improveTouch: [DSPTouchProcessor:823] deInit: invalid state (current = 0)
01-30 15:41:13.777  1503  1503 D improveTouch: [DSPTouchProcessor:827] deInit: X pa_utf_ret = 1, ret = 1073741835
01-30 15:41:13.777  1503  1503 E improveTouch: [TouchServer:83] delete event injector
01-30 15:41:13.777  1503  1503 E improveTouch: [TouchServer:87] delete config management
01-30 15:41:13.778  1503  1503 E improveTouch: [TouchServer:90] fail to start daemon
01-30 15:41:13.778  1503  1503 E improveTouch: [Main:169] fail to initiate touch server
01-30 15:41:15.194  1727  1727 D QtiCarrierConfigHelper: WARNING, no carrier configs on phone Id: 0
01-30 15:41:15.199  1482  1482 D KeyguardUpdateMonitor: received broadcast android.intent.action.BATTERY_CHANGED
01-30 15:41:15.218  1482  1482 D KeyguardUpdateMonitor: handleBatteryUpdate
01-30 15:41:15.363   987  1142 E QMI_FW  : qmi_cci_get_ref: ref count increased 2
01-30 15:41:16.720   811   950 I bt_stack: [INFO:btm_ble_bgconn.cc(420)] Already connection initiated (or) No Pending connections(or) Resources of lcb are exhausted
01-30 15:41:18.512  1506  1506 I chatty  : uid=1000(system) expire 35 lines
01-30 15:41:18.773  1506  1507 I chatty  : uid=1000(system) expire 1 line
01-30 15:41:18.774  1506  1506 E improveTouch: [DSPTouchProcessor:823] deInit: invalid state (current = 0)
01-30 15:41:18.774  1506  1506 D improveTouch: [DSPTouchProcessor:827] deInit: X pa_utf_ret = 1, ret = 1073741835
01-30 15:41:18.774  1506  1506 E improveTouch: [TouchServer:83] delete event injector
01-30 15:41:18.775  1506  1506 E improveTouch: [TouchServer:87] delete config management
01-30 15:41:18.776  1506  1506 E improveTouch: [TouchServer:90] fail to start daemon
01-30 15:41:18.776  1506  1506 E improveTouch: [Main:169] fail to initiate touch server
01-30 15:41:23.526  1516  1516 I chatty  : uid=1000(system) expire 35 lines
01-30 15:41:23.783  1516  1519 I chatty  : uid=1000(system) expire 1 line
01-30 15:41:23.784  1516  1516 E improveTouch: [DSPTouchProcessor:823] deInit: invalid state (current = 0)
01-30 15:41:23.784  1516  1516 D improveTouch: [DSPTouchProcessor:827] deInit: X pa_utf_ret = 1, ret = 1073741835
01-30 15:41:23.784  1516  1516 E improveTouch: [TouchServer:83] delete event injector
01-30 15:41:23.784  1516  1516 E improveTouch: [TouchServer:87] delete config management
01-30 15:41:23.785  1516  1516 E improveTouch: [TouchServer:90] fail to start daemon
01-30 15:41:23.786  1516  1516 E improveTouch: [Main:169] fail to initiate touch server
01-30 15:41:28.534  1520  1520 I chatty  : uid=1000(system) expire 34 lines
01-30 15:41:28.793  1520  1525 I chatty  : uid=1000(system) expire 1 line
01-30 15:41:28.794  1520  1520 D improveTouch: [DSPTouchProcessor:807] deInit: E
01-30 15:41:28.794  1520  1520 E improveTouch: [DSPTouchProcessor:823] deInit: invalid state (current = 0)
01-30 15:41:28.794  1520  1520 D improveTouch: [DSPTouchProcessor:827] deInit: X pa_utf_ret = 1, ret = 1073741835
01-30 15:41:28.794  1520  1520 E improveTouch: [TouchServer:83] delete event injector
01-30 15:41:28.794  1520  1520 E improveTouch: [TouchServer:87] delete config management
01-30 15:41:28.795  1520  1520 E improveTouch: [TouchServer:90] fail to start daemon
01-30 15:41:28.795  1520  1520 E improveTouch: [Main:169] fail to initiate touch server
01-30 15:41:33.031  1482  1482 D KeyguardUpdateMonitor: received broadcast android.intent.action.TIME_TICK
01-30 15:41:33.036  1482  1482 D KeyguardUpdateMonitor: handleTimeUpdate
01-30 15:41:33.037  1482  1482 D KeyguardClockSwitch: Updating clock: 341
01-30 15:41:33.043  2670  2891 W Settings: Setting airplane_mode_on has moved from android.provider.Settings.System to android.provider.Settings.Global, returning read-only value.
01-30 15:41:33.044  2670  2891 W Settings: Setting airplane_mode_on has moved from android.provider.Settings.System to android.provider.Settings.Global, returning read-only value.
01-30 15:41:33.063   987  1059 E QMI_FW  : qmi_cci_get_ref: ref count increased 2
01-30 15:41:33.065   297   297 I chatty  : uid=1000(system) hwservicemanage expire 7 lines
01-30 15:41:33.066   987  1059 E QMI_FW  : qmi_cci_get_ref: ref count increased 2
01-30 15:41:33.073   987  1059 E QMI_FW  : qmi_cci_get_ref: ref count increased 2
01-30 15:41:33.074  1089  1401 I chatty  : uid=1000(system) WifiScanningSer expire 1 line
01-30 15:41:33.076   909  3596 D LOWI-9.0.0.79: [LOWI-Scan] wait_event:Wait done with Cmd 33
01-30 15:41:33.077   909  3596 D LOWI-9.0.0.79: [LOWI-Scan] do_listen_events: Rcvd valid Netlink Cmd 0 Err 0
01-30 15:41:33.077   492  3676 V WifiHAL : event received NL80211_CMD_TRIGGER_SCAN
01-30 15:41:33.547  1529  1529 I chatty  : uid=1000(system) expire 31 lines
01-30 15:41:33.664   492  3676 V WifiHAL : event received NL80211_CMD_NEW_SCAN_RESULTS
01-30 15:41:33.664   909  3596 D LOWI-9.0.0.79: [LOWI-Scan] wait_event:Wait done with Cmd 34
01-30 15:41:33.664   909  3596 D LOWI-9.0.0.79: [LOWI-Scan] do_listen_events: Rcvd valid Netlink Cmd 34 Err 0
01-30 15:41:33.665   909  3596 D LOWI-9.0.0.79: [LOWI-Scan] 
01-30 15:41:33.665   909  3596 D LOWI-9.0.0.79: [LOWI-Scan] print_bss_handler: Report Probe TSF 692716055063 as it greater than Beacon TSF 691987332920
01-30 15:41:33.665   909  3596 I LOWI-9.0.0.79: [LOWI-Scan] RSN_IE
01-30 15:41:33.665   909  3596 D LOWI-9.0.0.79: [LOWI-Scan] decode_rsn_wpa_ie: Entered
01-30 15:41:33.666   909  3596 D LOWI-9.0.0.79: [LOWIUtils] hexDump: msg(30 14 01 00 00 0f ac 04 01 00 00 0f ac 04 01 00 00 0f ac 02 )
01-30 15:41:33.666   909  3596 D LOWI-9.0.0.79: [LOWI-Scan] decode_rsn_wpa_ie: LOWI_ENCRYPTION_TYPE_WPA_PSK
01-30 15:41:33.666   909  3596 D LOWI-9.0.0.79: [LOWI-Scan] is_qcom_ie, bss_age: 52
01-30 15:41:33.666   909  3596 D LOWI-9.0.0.79: [LOWI-Scan] BSS ee:db:70:4f:8b:76 LOWI_PHY_MODE_11AC_VHT20_2G(11), Beacon Interval: 100, LOWI_ENCRYPTION_TYPE_WPA_PSK 11mcRanging: No, ANQP: No, LCI: No, Civic: No, capability(0x0411): ESS Privacy ShortSlotTime
01-30 15:41:33.666   909  3596 D LOWI-9.0.0.79: [LOWI-Scan] BSS ee:db:70:4f:8b:76 FREQ: 2412, cFreq1[40:80:160] = [0:0:0] cFreq2 = 0 Country Code =    
01-30 15:41:33.666   909  3596 D LOWI-9.0.0.79: [LOWI-Scan] BSS ee:db:70:4f:8b:76 (wlan0) ASSO: NO AddInfo: 0x0, TSF 8, 00:25:16.055, RSSI: -68, CPL: 127, AGE: 0,  SSID POCO C65, TSFDelta: 0x0, TXRate: 0
01-30 15:41:33.666   909  3596 D LOWI-9.0.0.79: [LOWI-Scan] 
01-30 15:41:33.666   909  3596 D LOWI-9.0.0.79: [LOWI-Scan] print_bss_handler: Report beacon TSF 692716055149 as it greater than probe TSF 692655418897
01-30 15:41:33.666   909  3596 I LOWI-9.0.0.79: [LOWI-Scan] RSN_IE
01-30 15:41:33.666   909  3596 D LOWI-9.0.0.79: [LOWI-Scan] decode_rsn_wpa_ie: Entered
01-30 15:41:33.666   909  3596 D LOWI-9.0.0.79: [LOWIUtils] hexDump: msg(30 18 01 00 00 0f ac 04 01 00 00 0f ac 04 02 00 00 0f ac 02 00 0f ac 04 )
01-30 15:41:33.667   909  3596 D LOWI-9.0.0.79: [LOWI-Scan] decode_rsn_wpa_ie: LOWI_ENCRYPTION_TYPE_WPA_PSK
01-30 15:41:33.667   909  3596 D LOWI-9.0.0.79: [LOWI-Scan] is_qcom_ie, bss_age: 27
01-30 15:41:33.667   909  3596 D LOWI-9.0.0.79: [LOWI-Scan] BSS 3e:24:cf:3b:e2:ba LOWI_PHY_MODE_11AC_VHT40_2G(12), Beacon Interval: 100, LOWI_ENCRYPTION_TYPE_WPA_PSK 11mcRanging: No, ANQP: Yes, LCI: No, Civic: No, capability(0x1411): ESS Privacy ShortSlotTime
01-30 15:41:33.667   909  3596 D LOWI-9.0.0.79: [LOWI-Scan] BSS 3e:24:cf:3b:e2:ba FREQ: 2442, cFreq1[40:80:160] = [2432:0:0] cFreq2 = 0 Country Code = US 
01-30 15:41:33.667   909  3596 D LOWI-9.0.0.79: [LOWI-Scan] BSS 3e:24:cf:3b:e2:ba (wlan0) ASSO: NO AddInfo: 0x1, TSF 8, 00:25:16.055, RSSI: -142, CPL: 127, AGE: 0,  SSID VT-HQ-HYD, TSFDelta: 0x0, TXRate: 0
01-30 15:41:33.667   909  3596 D LOWI-9.0.0.79: [LOWI-Scan] 
01-30 15:41:33.667   909  3596 D LOWI-9.0.0.79: [LOWI-Scan] print_bss_handler: Report beacon TSF 692716055094 as it greater than probe TSF 692655418872
01-30 15:41:33.667   909  3596 I LOWI-9.0.0.79: [LOWI-Scan] RSN_IE
01-30 15:41:33.667   909  3596 D LOWI-9.0.0.79: [LOWI-Scan] decode_rsn_wpa_ie: Entered
01-30 15:41:33.667   909  3596 D LOWI-9.0.0.79: [LOWIUtils] hexDump: msg(30 18 01 00 00 0f ac 04 01 00 00 0f ac 04 02 00 00 0f ac 01 00 0f ac 03 )
01-30 15:41:33.667   909  3596 D LOWI-9.0.0.79: [LOWI-Scan] decode_rsn_wpa_ie: LOWI_ENCRYPTION_TYPE_WPA_EAP
01-30 15:41:33.667   909  3596 D LOWI-9.0.0.79: [LOWI-Scan] is_qcom_ie, bss_age: 9
01-30 15:41:33.668   909  3596 D LOWI-9.0.0.79: [LOWI-Scan] BSS 20:db:ab:95:b3:ae LOWI_PHY_MODE_11NG_HT20(5), Beacon Interval: 100, LOWI_ENCRYPTION_TYPE_WPA_EAP 11mcRanging: No, ANQP: Yes, LCI: No, Civic: No, capability(0x1431): ESS Privacy ShortPreamble ShortSlotTime
01-30 15:41:33.668   909  3596 D LOWI-9.0.0.79: [LOWI-Scan] BSS 20:db:ab:95:b3:ae FREQ: 2462, cFreq1[40:80:160] = [0:0:0] cFreq2 = 0 Country Code = IN 
01-30 15:41:33.668   909  3596 D LOWI-9.0.0.79: [LOWI-Scan] BSS 20:db:ab:95:b3:ae (wlan0) ASSO: NO AddInfo: 0x1, TSF 8, 00:25:16.055, RSSI: -106, CPL: 127, AGE: 0,  SSID JioPrivateNet, TSFDelta: 0x0, TXRate: 0
01-30 15:41:33.668   909  3596 D LOWI-9.0.0.79: [LOWI-Scan] 
01-30 15:41:33.668   909  3596 D LOWI-9.0.0.79: [LOWI-Scan] print_bss_handler: Report beacon TSF 692716055114 as it greater than probe TSF 692716055114
01-30 15:41:33.669  1089  1994 I chatty  : uid=1000(system) Binder:1089_1A expire 5 lines
01-30 15:41:33.670   909  3596 I LOWI-9.0.0.79: [LOWI-Scan] RSN_IE
01-30 15:41:33.670   909  3596 D LOWI-9.0.0.79: [LOWI-Scan] decode_rsn_wpa_ie: Entered
01-30 15:41:33.670   909  3596 D LOWI-9.0.0.79: [LOWIUtils] hexDump: msg(30 18 01 00 00 0f ac 04 01 00 00 0f ac 04 02 00 00 0f ac 02 00 0f ac 04 )
01-30 15:41:33.670   909  3596 D LOWI-9.0.0.79: [LOWI-Scan] decode_rsn_wpa_ie: LOWI_ENCRYPTION_TYPE_WPA_PSK
01-30 15:41:33.670   909  3596 D LOWI-9.0.0.79: [LOWI-Scan] is_qcom_ie, bss_age: 26
01-30 15:41:33.670   909  3596 D LOWI-9.0.0.79: [LOWI-Scan] BSS 3e:44:cf:3b:e2:ba LOWI_PHY_MODE_11AC_VHT40_2G(12), Beacon Interval: 100, LOWI_ENCRYPTION_TYPE_WPA_PSK 11mcRanging: No, ANQP: Yes, LCI: No, Civic: No, capability(0x1411): ESS Privacy ShortSlotTime
01-30 15:41:33.670   909  3596 D LOWI-9.0.0.79: [LOWI-Scan] BSS 3e:44:cf:3b:e2:ba FREQ: 2442, cFreq1[40:80:160] = [2432:0:0] cFreq2 = 0 Country Code = US 
01-30 15:41:33.670   909  3596 D LOWI-9.0.0.79: [LOWI-Scan] BSS 3e:44:cf:3b:e2:ba (wlan0) ASSO: NO AddInfo: 0x1, TSF 8, 00:25:16.055, RSSI: -138, CPL: 127, AGE: 0,  SSID VT-HQ-HYD_Guest, TSFDelta: 0x0, TXRate: 0
01-30 15:41:33.674   909  3596 D LOWI-9.0.0.79: [LOWI-Scan] 
01-30 15:41:33.674   909  3596 D LOWI-9.0.0.79: [LOWI-Scan] print_bss_handler: Report beacon TSF 692716055132 as it greater than probe TSF 692716055132
01-30 15:41:33.674   909  3596 I LOWI-9.0.0.79: [LOWI-Scan] RSN_IE
01-30 15:41:33.674   909  3596 D LOWI-9.0.0.79: [LOWI-Scan] decode_rsn_wpa_ie: Entered
01-30 15:41:33.674   909  3596 D LOWI-9.0.0.79: [LOWIUtils] hexDump: msg(30 14 01 00 00 0f ac 04 01 00 00 0f ac 04 01 00 00 0f ac 02 )
